name,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews
Residential hotel near Union Square SF room#6,37.78694,-122.41309,Aparthotel,Private room,1,$111.00,2
King Size Bedroom in Quiet Bayview Home,37.73187,-122.39108,House,Private room,1,$55.00,29
Awesome Hayes Valley 2 Bedroom,37.77443,-122.42529,Apartment,Entire home/apt,4,$222.00,0
Hayes Valley Studio near (Hidden by Airbnb) & Uber,37.7743,-122.42399,Apartment,Entire home/apt,2,$123.00,0
Junior one bedroom condo with bay views.,37.78845,-122.39052,Condominium,Entire home/apt,3,$145.00,1
Great Location - Spacious 4 bedroom with Bay Views,37.79809,-122.44075,Apartment,Entire home/apt,8,$450.00,0
VIEW PROPERTY -TOP OF NOB HILL-30 Night Min,37.79459,-122.41423,Apartment,Entire home/apt,3,$161.00,0
Sunshine is near BART. Sleeps Three,37.71567,-122.4482,House,Private room,4,$50.00,12
Startup House SF Downtown - Private Room,37.78792,-122.41526,Apartment,Private room,1,$55.00,0
♫ Cozy Spacious Quiet 1 BR/BA in sunny Bayview ♫,37.7312,-122.3911,House,Private room,2,$74.00,52
Walk to Union Square - Great Hotel Style Suite!,37.79,-122.40651,Serviced apartment,Hotel room,2,$75.00,0
Eureka Valley 1BR near Parks and Views,37.76836,-122.43706,Condominium,Entire home/apt,2,$139.00,0
Charming Spacious Suite in Mission/Potrero Hills,37.75215,-122.4061,Apartment,Private room,2,$174.00,58
Airy Private Suite With Living Room in the Mission,37.75592,-122.41767,Condominium,Entire home/apt,2,$85.00,46
Dolores Condo 15min to Downtown,37.76465,-122.42606,Condominium,Entire home/apt,4,$300.00,2
Cozy San Francisco house,37.7195,-122.40448,House,Entire home/apt,5,$200.00,20
Modern one-bedroom in cultural center of the city.,37.78114,-122.42174,Condominium,Entire home/apt,2,$115.00,0
Elegant Victorian Flat in Lower Haight,37.77256,-122.43178,Apartment,Entire home/apt,6,$650.00,30
Private Room & Bath near SFO  Balboa Park BART,37.71926,-122.44501,Guest suite,Private room,2,$85.00,30
Marvelous Hotel Style Suite -Union Square Location,37.79025,-122.40733,Serviced apartment,Hotel room,2,$65.00,2
Sunny Lower Nob Hill 1BR w/ Gym 1 min. from SFMH by Blueground,37.78916,-122.4167,Apartment,Entire home/apt,2,$190.00,0
North Beach Telegraph Hill Beautiful View,37.80311,-122.40598,Condominium,Private room,2,$72.00,0
Cozy Fully Updated House in the Excelsior Neighborhood,37.72426,-122.43268,House,Private room,8,$99.00,45
Potrero Hill 2BR near Park and MUNI,37.75572,-122.39976,House,Entire home/apt,4,$170.00,2
Cozy One Bedroom with Views in Iconic Nob Hill,37.79211,-122.40798,Apartment,Entire home/apt,2,$140.00,0
3BR Home in Bernal Heights with Yard,37.74137,-122.42095,House,Entire home/apt,6,$282.00,0
Haight Street Annex,37.77093,-122.44638,House,Entire home/apt,5,$160.00,0
Studio at Donatello Hotel near Union Square,37.78727,-122.41153,Hotel,Private room,4,$185.00,5
Studio at Donatello near Union Square,37.78887,-122.40999,Hotel,Private room,4,$185.00,10
2 BEDS IN PRIVATE ROOM BY THE MISSION DISTRICT,37.7297,-122.42582,House,Private room,2,$100.00,53
Charming and Modern Richmond Charmer,37.77677,-122.46911,Apartment,Entire home/apt,4,$140.00,1
Spacious private room in the Mission,37.7541,-122.40856,House,Private room,2,$300.00,0
Castro Central,37.7624,-122.43786,Apartment,Entire home/apt,4,$138.00,0
Civic Center Vista,37.77549,-122.43216,Apartment,Entire home/apt,6,$148.00,0
Cole Valley Lower,37.76465,-122.45042,Apartment,Entire home/apt,2,$111.00,0
Nice  and Cozy private room in Beautiful house,37.76023,-122.48237,House,Private room,2,$80.00,28
Pacific Studio North,37.79165,-122.43457,House,Entire home/apt,2,$95.00,0
Pacific Studio South,37.79201,-122.43411,House,Entire home/apt,2,$91.00,0
Sunset Charmer,37.73104,-122.48046,House,Entire home/apt,6,$157.00,0
Central Victorian 1 Bedroom,37.77025,-122.44321,Apartment,Entire home/apt,4,$117.00,0
Cole Valley One Bedroom,37.76467,-122.44893,Apartment,Entire home/apt,2,$138.00,0
Cole Valley Suite,37.76454,-122.44932,House,Entire home/apt,2,$93.00,0
Cow Hollow Studio,37.7992,-122.42952,House,Entire home/apt,2,$111.00,0
Del Mar Cottage,37.76714,-122.44678,House,Entire home/apt,2,$90.00,0
Inner Sunset Studio,37.76322,-122.46123,House,Entire home/apt,2,$91.00,0
Ocean Beach Vista,37.77512,-122.50792,Apartment,Entire home/apt,3,$117.00,0
Ocean View Terrace,37.80509,-122.4076,Apartment,Entire home/apt,4,$336.00,0
Embarcadero Vista,37.80572,-122.40688,Townhouse,Entire home/apt,5,$420.00,0
Washington Square,37.80214,-122.40911,Apartment,Entire home/apt,6,$176.00,0
Modern Retreat in Mission District/Potrero Hills,37.75209,-122.4049,Apartment,Private room,2,$149.00,50
PRIVATE BEDROOM BY THE VIBRANT MISSION DISTRICT!,37.72968,-122.42563,House,Private room,2,$100.00,34
Modern Studio in the Heart of SOMA,37.7721,-122.41238,Apartment,Entire home/apt,2,$125.00,0
SF Studio with Rooftop Lounge Access,37.77355,-122.41274,Apartment,Entire home/apt,2,$125.00,0
Studio in Fun & Central Location,37.77435,-122.41153,Apartment,Entire home/apt,2,$125.00,0
Your Union Square - Hotel Style Suite-Great Studio,37.78959,-122.40622,Serviced apartment,Hotel room,2,$75.00,2
SF HAVEN,37.71725,-122.46884,House,Entire home/apt,4,$125.00,0
Charming Victorian House,37.7844,-122.4429,House,Entire home/apt,5,$195.00,3
Orange Dog Garden 1 Bedroom,37.76288,-122.45342,Apartment,Entire home/apt,3,$126.00,1
Orange Dog Studio,37.76229,-122.45358,House,Entire home/apt,2,$90.00,0
Private Bedroom next to John Mclaren Park 2,37.72458,-122.41613,House,Private room,2,$50.00,34
Private bedroom next to John Mclaren Park 4,37.72352,-122.41602,House,Private room,2,$50.00,40
Villanobhill,37.79189,-122.4154,Apartment,Entire home/apt,2,$375.00,0
1 Bedroom Modern Penthouse Near Moscone Center,37.77886,-122.4032,Condominium,Private room,2,$500.00,5
Charming Cozy Apartment in Noe Valley,37.75206,-122.44139,Guest suite,Entire home/apt,2,$139.00,23
Cozy Crash Pad in Inner Sunset,37.76204,-122.47487,Apartment,Private room,1,$47.00,0
Fantastic Dogpatch Condo.  Garage Parking and Gym,37.7599,-122.39119,Condominium,Entire home/apt,2,$105.00,1
San Francisco Apt. Next to Golden Gate Park,37.76352,-122.47873,Condominium,Entire home/apt,6,$165.00,1
Park Place North | Inner Richmond,37.77527,-122.4696,Apartment,Entire home/apt,2,$140.00,51
Sunny Cozy Loft in Central San Francisco,37.77725,-122.40984,Apartment,Private room,2,$150.00,14
COZY BEDROOM IN THE MISSION - 15 MIN TO SFO/DTOWN!,37.73134,-122.4258,House,Private room,2,$100.00,46
Private 1 Bedroom In-Law near John Mclaren Park 1,37.72471,-122.41611,Guest suite,Entire home/apt,4,$150.00,43
Inner Sunset 4-Bedroom Updated Edwardian,37.76563,-122.46443,House,Entire home/apt,7,$575.00,17
Chic Sunny Spacious top floor flat in hip NOPA,37.77911,-122.44202,Condominium,Entire home/apt,4,$475.00,6
GREAT PLACE CONVENIENT LOCATION SLEEP 5+,37.74348,-122.47871,Apartment,Entire home/apt,5,$235.00,26
Cozy bedroom with two single bed close to Ocean,37.7798,-122.50771,House,Private room,2,$50.00,1
Modern SoMa Loft & Roofdeck- 2BR/2BA w/ City Views,37.77599,-122.40991,Apartment,Entire home/apt,7,$435.00,30
Urban Chic in Lower Pacific Heights,37.78661,-122.42872,Guest suite,Entire home/apt,4,$410.00,27
Spacious & Serene Designer SF Home w/ Private Yard,37.72407,-122.43239,House,Entire home/apt,14,$599.00,7
Peaceful & Serene Private Room near Mission St.,37.72488,-122.43277,House,Private room,2,$67.00,30
The Oasis in Russian Hill,37.80345,-122.4229,House,Private room,2,$95.00,15
Stylish spacious room~Prime location for work/play,37.77224,-122.4286,Condominium,Private room,2,$120.00,33
Gorgeous  Master Bedroom in Designer SF Home!,37.72468,-122.43254,House,Private room,3,$69.00,43
Beautiful & Serene Master Bedroom w/ Private Bath,37.72404,-122.43343,House,Private room,2,$55.00,37
Stylish & Serene  Master Bedroom & Private Bath,37.72626,-122.43234,House,Private room,2,$55.00,45
Oakley House,37.7525,-122.42355,Condominium,Entire home/apt,4,$158.00,2
Specular 4 BR GG Bridge Views 1min Walk to Beach,37.78883,-122.4864,House,Entire home/apt,10,$650.00,0
Startup House SF Downtown - Private Room,37.78729,-122.41434,Apartment,Private room,1,$55.00,0
Suite A - Cerulean Dreams/PRIVATE w/Jacuzzi Tub,37.72476,-122.40946,House,Private room,4,$79.00,37
Suite B - Boastful/Vast/PRIVATE/Sleeps 6+,37.7254,-122.4088,House,Private room,6,$107.00,38
Suite C - Seafoam Dreams/PRIVATE w/Jacuzzi Tub,37.72646,-122.40943,House,Private room,4,$59.00,43
Rad SoMa 1BR w/ Gym + Doorman near Civic Center by Blueground,37.77813,-122.4125,Apartment,Entire home/apt,2,$234.00,0
Master Bedroom W/ Private Entry In Pacific Heights,37.79285,-122.43507,Apartment,Private room,2,$145.00,15
Luxurious Smart-tech House close to Moscone Center,37.76077,-122.40607,House,Entire home/apt,6,$550.00,36
Private Garden Studio in Bernal Heights- San Fran,37.73536,-122.41458,House,Entire home/apt,4,$150.00,53
Charming Villa for Founders and Creatives.,37.80536,-122.40939,Villa,Shared room,1,$80.00,0
Shared Room in the heart of San Francisco,37.80517,-122.40928,Villa,Shared room,1,$37.00,0
Updated 2/2 with Private Roof Deck & Views!,37.79778,-122.41711,Condominium,Entire home/apt,4,$1400.00,0
Modern loft on Mission District/Potrero Hill,37.75337,-122.40615,Apartment,Entire home/apt,6,$647.00,17
Lrg private rmUCSFGolden Gate Park InnerSunset,37.76041,-122.46324,Apartment,Private room,1,$55.00,2
Large one Bedroom Modern Retreat,37.75368,-122.40509,Apartment,Private room,2,$149.00,4
Gorgeous 2 bedroom suite with Private Skylit Bath!,37.72004,-122.39453,House,Private room,4,$150.00,3
Sweet Clean Studio by Fisherman's Wharf - Sleeps 4,37.80658,-122.42034,Apartment,Entire home/apt,4,$132.00,34
Sunny and cozy bedroom,37.76405,-122.43162,Condominium,Private room,1,$73.00,1
Inviting South Beach Condo,37.78858,-122.3902,Condominium,Entire home/apt,2,$138.00,0
Step Into Morocco Step Out to San Francisco,37.70872,-122.4403,House,Private room,1,$125.00,0
Beachside Modern 2BR/1.5BA w Deck & Marin Views,37.74266,-122.50393,Apartment,Entire home/apt,4,$250.00,31
Studio w/ Private Entry + Garden in Bernal Heights,37.73432,-122.4231,Guest suite,Entire home/apt,4,$129.00,38
Luxury 2Bed1Bath Apt entire one floor best view,37.71802,-122.43563,Guest suite,Entire home/apt,4,$159.00,45
San Jose Avenue 2 Bedroom / 1 Bath,37.75033,-122.42255,Apartment,Entire home/apt,4,$159.00,1
Large Bedroom in Stylish Cole Valley Home,37.76079,-122.44833,House,Private room,2,$145.00,7
Red Victorian  - Top double in shared Eden Hostel,37.76906,-122.45013,Hostel,Hotel room,2,$90.00,45
Serene private guest suite near Mission/Bernal,37.72853,-122.42339,House,Private room,2,$125.00,3
Stylish SoMa Studio w/ Gym Roofdeck W/D walk to Tech HQs by Blueground,37.78044,-122.40319,Apartment,Entire home/apt,2,$169.00,0
Guest Unit in Remodeled City View Home,37.71592,-122.44549,Guest suite,Entire home/apt,6,$280.00,11
Downtown Collection | Quadruple Female Room II,37.7854,-122.41032,Hostel,Hotel room,1,$19.00,1
Centrally Located - Chic & Comfortable Urban Oasis,37.77638,-122.42833,Apartment,Entire home/apt,4,$147.00,1
V&R's Sunny Home,37.74535,-122.40571,House,Private room,2,$240.00,2
Premium South Beach Studio w/ pools + spa near SF Bay by Blueground,37.78618,-122.38925,Apartment,Entire home/apt,2,$153.00,0
Chic South Beach Studio w/ 3 Pools Spa facing the water by Blueground,37.78305,-122.38885,Apartment,Entire home/apt,2,$173.00,0
Rad South Beach Studio w/ 3 Pools Spa facing the water by Blueground,37.78372,-122.38883,Apartment,Entire home/apt,2,$174.00,1
WALK TO TECH FIRMS FROM A SUNNY SOMA ROOM,37.77168,-122.40535,Apartment,Private room,2,$99.00,13
BIG modern minimalist studio by Ocean and GG Park!,37.75871,-122.48613,Guest suite,Entire home/apt,2,$150.00,40
Sunlit SoMa Studio w/ Gym + Rooftop Lounge near Tech HQs by Blueground,37.77298,-122.41027,Apartment,Entire home/apt,2,$184.00,0
Renovated private studio + free parking buses,37.77948,-122.48991,Guest suite,Entire home/apt,4,$102.00,48
Enjoy this Twin Peaks gem with views of the ocean,37.74764,-122.44991,House,Private room,6,$200.00,0
Airbnb HQ - Luxurious Modern Private Room & Bath,37.7713,-122.40282,Apartment,Private room,1,$175.00,18
Serene Relaxing Bedroom facing Sunny Garden,37.75501,-122.40017,House,Private room,2,$200.00,1
Attention Foodies & Commuters: Mission 1 Bedroom,37.7623,-122.42298,Apartment,Entire home/apt,3,$120.00,1
PRIME LOCATION IN SF AT UNION SQUARE-THE DONATELLO,37.78833,-122.40961,Hotel,Private room,4,$199.00,3
Remodeled SF 2 Bedroom Apartment,37.77564,-122.40655,Apartment,Entire home/apt,4,$130.00,2
Your  bunk bed in the Heart of the tech world,37.77357,-122.41631,House,Shared room,4,$40.00,1
Bunk bed/male room/at the Heart of Hi-Tech World,37.77391,-122.41815,House,Shared room,4,$40.00,1
Beautiful clean private room 5 min from downtown,37.77961,-122.40209,Townhouse,Private room,1,$59.00,3
NEW MODERN PRIVATE ROOM IN SOMA,37.77099,-122.4044,Apartment,Private room,2,$130.00,8
KT Home,37.74666,-122.50084,Guest suite,Entire home/apt,2,$139.00,86
Perfect Castro Dolores Private Room w City View,37.75958,-122.4313,Condominium,Private room,1,$189.00,22
Beautiful City Oasis - 10 mins from downtown SF,37.76712,-122.43835,Condominium,Entire home/apt,6,$240.00,12
Iconic Landmarks Just Outside Your Door!,37.80184,-122.41833,Apartment,Entire home/apt,5,$323.00,0
Beautiful 2 bed/1 bath newly renovated SF oasis,37.77375,-122.41666,Condominium,Entire home/apt,4,$300.00,0
Condo in Nob Hill/ view of the Golden Gate Bridge,37.79275,-122.41476,Apartment,Entire home/apt,2,$550.00,6
Luxury Furnished Condo at Opera Plaza - Long Term,37.78171,-122.42205,Condominium,Entire home/apt,2,$132.00,0
Beautiful light filled retreat in sunny Bayview!,37.71815,-122.39399,House,Private room,2,$86.00,12
Beautiful Studio Unit (sleeps 4) @ the Donatello,37.78747,-122.41149,Hotel,Hotel room,4,$299.00,0
The Petite Retreat-Cozy Room in Gorgeous Home,37.71945,-122.39407,House,Private room,2,$65.00,6
(927 #3) private bedroom + shared bathroom,37.79706,-122.4114,Apartment,Private room,1,$67.00,0
(929 #B) private bedroom + private bathroom,37.79673,-122.41164,Apartment,Private room,1,$100.00,2
1 Bed/ 1 Bath Located Centrally w/ Panoramic View,37.79669,-122.41223,Condominium,Entire home/apt,2,$176.00,0
SF-UNION SQUARE AT THE DONATELLO-SLEEPS 4,37.78824,-122.40946,Hotel,Private room,4,$199.00,1
Peaceful VIP Garden Suite & Free Parking,37.75015,-122.45155,House,Private room,2,$188.00,3
1 BR ON 8TH ST IN SOMA~GYM/ROOFTOP/DOORMAN,37.77915,-122.4129,Serviced apartment,Entire home/apt,2,$195.00,0
Lands End Landing,37.77932,-122.50573,House,Entire home/apt,6,$375.00,5
Airy 1BR SoMa w/ Balcony Pool Gym + Concierge by Blueground,37.78579,-122.39806,Apartment,Entire home/apt,2,$221.00,0
Ingleside Terrace Private Cozy Room,37.72671,-122.46644,House,Private room,2,$90.00,3
Cozy Bedroom in Stylish Cole Valley Home,37.76213,-122.44928,House,Private room,1,$95.00,2
Sunny spacious studio near public transportation,37.74278,-122.45205,House,Entire home/apt,2,$165.00,4
Sunny Mission Victorian with Backyard Garden!,37.75353,-122.40853,Guest suite,Entire home/apt,2,$150.00,6
Luxury Business & Family Friendly Home. Parking.,37.77382,-122.48379,House,Entire home/apt,8,$399.00,0
Modern Conveniently Located Private Room,37.71438,-122.46277,House,Private room,2,$95.00,40
Chic Urban Oasis: Walkable 2BR + private yard,37.74605,-122.42209,Guest suite,Entire home/apt,4,$369.00,33
Donatello Hotel,37.78724,-122.40958,Apartment,Entire home/apt,4,$265.00,3
Functional Apt near Beach - 3 Twin Beds,37.75632,-122.50531,Apartment,Entire home/apt,3,$85.00,14
Sunny 1BR in SoMa w/ Gym + Roofdeck close to BART by Blueground,37.7744,-122.41401,Apartment,Entire home/apt,2,$155.00,0
Sunny top floor suite + free parking buses,37.78082,-122.49164,House,Entire home/apt,2,$73.00,37
Miraloma Vista Suite - Studio Sanctuary,37.7398,-122.4481,Guest suite,Entire home/apt,2,$192.00,20
Modern and Safe One Bedroom Apartment,37.74594,-122.43961,Apartment,Entire home/apt,4,$150.00,2
Big spacious room with stunning view,37.73896,-122.43068,House,Private room,2,$70.00,0
Luxury garden suite at Ocean Beach and Golden Gate,37.77873,-122.5076,Guest suite,Entire home/apt,2,$179.00,56
Downtown Collection | Female Quadruple Room #A,37.78416,-122.41066,Hostel,Hotel room,1,$19.00,0
"Donatello Hotel""",37.78856,-122.40976,Apartment,Entire home/apt,4,$265.00,1
GREAT LOCATION IN UNION SQUARE AT THE DONATELLO,37.78866,-122.4109,Hotel,Private room,4,$199.00,4
Donatello Hotel*,37.78702,-122.40954,Apartment,Entire home/apt,4,$265.00,1
STUDIO ON HARRISON ST-FEW STEPS FROM YERBA BUENA,37.78275,-122.39938,Serviced apartment,Entire home/apt,2,$190.00,0
Spacious bedroom & private bathroom in new SF home,37.78149,-122.431,House,Private room,1,$129.00,47
Downtown Collection | Private Room,37.78398,-122.41037,Hostel,Private room,2,$49.00,0
Archbishop's Mansion | Simple Guest Room | 2 Beds,37.7787,-122.4325,Boutique hotel,Hotel room,4,$307.00,12
Cozy 2 bedroom 1 bathroom apartment,37.78231,-122.48218,Apartment,Entire home/apt,6,$175.00,0
LUXURY 1BR LOFT IN SOUTH OF MARKET CLOSE TO FIDI,37.77848,-122.39666,Serviced apartment,Entire home/apt,2,$280.00,0
2BR IN THE HEART OF SOMA-EASY ACCESS TO DOWNTOWN,37.78531,-122.39631,Serviced apartment,Entire home/apt,4,$310.00,0
Bright Hayes Valley Studio w/ Gym W/D walk to Tech HQs by Blueground,37.7759,-122.42555,Apartment,Entire home/apt,2,$224.00,0
Homey Hayes Valley Studio w/ Gym W/D walk to Tech HQs by Blueground,37.77607,-122.42444,Apartment,Entire home/apt,2,$222.00,0
LUXURY 2BR 2BATH IN CENTRAL WATERFRONT-TERRACE/GYM,37.76315,-122.38891,Serviced apartment,Entire home/apt,4,$320.00,0
NOB HILL LUXURY 2BR 2BATH- WALK TO FIDI/CHINATOWN,37.79128,-122.40729,Serviced apartment,Entire home/apt,4,$310.00,0
LUXURY 1BR IN SUNNY SOMA ON TEHAMA ST~WiFi/LAUNDRY,37.77522,-122.41133,Serviced apartment,Entire home/apt,2,$265.00,0
The Roost: Cozy home in charming Bernal Heights!,37.73404,-122.41724,Apartment,Entire home/apt,6,$150.00,2
Roomy SoMa 1BR w/ Gym Roofdeck BBQs walk to Tech HQs by Blueground,37.774,-122.40825,Apartment,Entire home/apt,2,$196.00,0
